SaleID,ProductID,CustomerID,SalesAmount,Quantity,Timestamp
153,1012,430,1825.56,7,2024-09-29 18:08:00
154,1028,396,1128.17,6,2024-07-06 00:07:00
155,1008,736,1507.65,11,2024-10-17 10:15:00
156,1048,285,195.98,48,2024-09-12 20:17:00
157,1013,173,648.23,37,2024-08-18 14:02:00
158,1039,240,454.5,47,2024-06-10 21:03:00
159,1020,738,158.38,33,2024-08-06 02:25:00
160,1019,753,895.42,43,2024-10-22 01:49:00
161,1036,54,756.11,48,2024-07-30 22:55:00
162,1005,544,440.47,24,2024-09-28 10:09:00
163,1016,468,302.41,29,2024-07-28 13:48:00
164,1011,966,346.42,46,2024-09-11 22:34:00
165,1029,581,1154.3,7,2024-11-02 22:51:00
166,1024,471,1684.02,5,2024-08-12 21:44:00
167,1002,453,390.2,10,2024-06-11 14:57:00
168,1001,424,391.97,14,2024-06-16 00:46:00
169,1027,181,1296.95,22,2024-07-25 23:36:00
170,1039,143,1931.63,23,2024-06-14 17:17:00
171,1037,82,1000.84,2,2024-11-02 05:30:00
172,1024,959,1994.26,10,2024-08-30 19:51:00
173,1001,199,1951.98,22,2024-06-11 18:17:00
174,1029,698,1342.2,5,2024-09-06 12:32:00
175,1034,969,979.41,23,2024-06-30 10:14:00
176,1047,253,1261.43,5,2024-09-20 11:55:00
177,1004,562,212.05,20,2024-10-14 11:21:00
178,1018,318,461.93,5,2024-08-22 19:22:00
179,1032,964,1659.99,26,2024-07-20 20:59:00
180,1029,256,40458.92,26,2024-08-16 13:23:00
181,1020,67,184.41,4,2024-08-24 09:28:00
182,1043,840,1670.53,4,2024-07-09 13:05:00
183,1048,552,952.0,17,2024-07-30 07:11:00
184,1032,107,404.8,24,2024-06-16 23:40:00
185,1023,80,1702.72,1,2024-11-04 05:47:00
186,1012,640,1480.24,27,2024-08-05 15:58:00
187,1001,143,1214.65,42,2024-07-14 22:20:00
188,1039,228,1725.87,4,2024-06-12 10:03:00
189,1007,203,1578.34,10,2024-07-03 06:58:00
190,1029,408,285.35,48,2024-11-15 03:49:00
191,1024,136,1862.32,25,2024-07-04 15:41:00
192,1028,306,1291.35,27,2024-10-26 07:22:00
193,1019,461,1889.53,45,2024-11-03 05:32:00
194,1029,809,553.57,5,2024-10-31 22:08:00
195,1021,132,1605.14,5,2024-09-05 18:34:00
196,1015,632,224.59,3,2024-06-18 12:26:00
197,1033,915,1774.32,3,2024-08-12 10:49:00
198,1016,435,1205.8,34,2024-08-13 13:22:00
199,1033,756,1416.84,15,2024-09-30 16:13:00
200,1009,509,456.16,14,2024-09-25 17:03:00
201,1028,283,1948.54,46,2024-10-23 22:02:00
202,1032,472,269.89,20,2024-08-24 19:39:00
203,1003,686,610.38,4,2024-08-06 17:34:00
204,1019,653,77.91,10,2024-09-09 02:30:00
205,1041,467,1705.25,26,2024-07-09 23:30:00
206,1034,755,1825.9,49,2024-10-12 22:11:00
207,1037,10,812.31,11,2024-08-17 20:23:00
208,1034,445,385.25,7,2024-07-03 00:47:00
209,1040,634,1193.95,18,2024-09-30 06:54:00
210,1031,843,1542.34,14,2024-09-02 11:35:00
211,1049,857,576.87,20,2024-09-27 14:52:00
212,1016,844,1109.66,26,2024-08-01 17:30:00
213,1020,611,1508.14,25,2024-06-11 05:47:00
214,1029,468,1467.72,43,2024-08-27 11:04:00
215,1045,68,495.71,23,2024-10-25 15:40:00
216,1029,878,1139.88,28,2024-08-02 12:59:00
217,1003,399,188.21,37,2024-10-19 01:20:00
218,1006,349,1093.79,8,2024-08-29 22:10:00
219,1034,187,122.27,1,2024-09-03 04:32:00
220,1038,468,408.0,37,2024-11-09 17:06:00
221,1014,650,1705.99,19,2024-09-19 12:45:00
222,1049,682,324.91,9,2024-07-08 05:59:00
223,1026,749,1948.75,12,2024-08-21 01:40:00
224,1041,335,1641.06,43,2024-08-31 13:03:00
225,1039,267,1552.1,1,2024-11-24 22:52:00
226,1041,858,1901.81,45,2024-10-26 13:40:00
227,1011,590,1110.42,26,2024-08-19 13:02:00
228,1040,238,1932.05,12,2024-08-12 20:08:00
229,1025,446,427.15,41,2024-11-26 22:28:00
230,1038,0,1126.75,26,2024-11-12 09:07:00
231,1017,677,1832.12,24,2024-09-28 01:21:00
232,1049,633,1128.3,24,2024-08-04 09:54:00
233,1014,19,1509.9,4,2024-09-05 01:51:00
234,1000,408,97.51,4,2024-07-18 02:30:00
235,1015,934,648.29,30,2024-08-01 18:08:00
236,1028,37,411.33,43,2024-10-21 07:56:00
237,1010,680,687.33,1,2024-11-25 12:12:00
238,1022,715,782.01,15,2024-09-27 02:59:00
239,1041,307,1424.05,28,2024-10-12 22:26:00
240,1030,967,137.99,48,2024-07-04 22:24:00
241,1035,88,1969.76,35,2024-09-25 10:53:00
242,1020,140,1160.94,16,2024-06-11 20:32:00
243,1031,205,1748.4,45,2024-09-03 08:01:00
244,1022,607,1149.25,22,2024-11-01 16:46:00
245,1015,571,132.12,21,2024-07-25 01:10:00
246,1017,948,1483.7,44,2024-08-24 09:49:00
247,1028,650,100.83,6,2024-09-27 14:56:00
248,1020,886,159.84,5,2024-10-18 15:19:00
249,1037,420,1263.84,50,2024-08-22 07:07:00
250,1008,612,1260.57,40,2024-11-04 14:59:00
251,1030,726,1786.72,23,2024-07-06 06:03:00
252,1032,153,1985.11,16,2024-09-21 00:18:00
253,1026,100,1826.23,2,2024-11-03 06:54:00
254,1047,904,1977.55,33,2024-06-29 10:04:00
255,1005,895,213.28,1,2024-10-15 19:32:00
256,1049,342,1989.24,42,2024-07-20 08:56:00
257,1040,364,888.29,25,2024-10-01 23:42:00
258,1049,653,1854.3,5,2024-07-04 00:27:00
259,1006,70,330.41,17,2024-11-12 17:08:00
260,1045,210,1506.29,37,2024-11-04 21:22:00
261,1046,220,792.14,23,2024-08-11 14:20:00
262,1033,125,877.48,22,2024-08-17 09:20:00
263,1017,647,1111.11,1,2024-08-06 05:26:00
264,1001,162,1065.44,45,2024-07-16 10:55:00
265,1016,357,410.85,28,2024-10-05 10:51:00
266,1030,756,611.46,15,2024-07-21 06:18:00
267,1032,838,800.48,37,2024-10-08 23:22:00
268,1046,224,834.29,25,2024-06-19 14:44:00
269,1010,416,1507.34,27,2024-07-22 01:56:00
270,1039,984,1260.38,1,2024-06-23 08:20:00
271,1010,940,1751.49,48,2024-07-19 15:01:00
272,1013,840,1064.16,47,2024-08-05 13:00:00
273,1044,71,337.62,7,2024-11-24 03:14:00
274,1022,213,142.59,40,2024-10-06 02:31:00
275,1013,806,283.5,2,2024-07-02 14:29:00
276,1012,668,1111.17,28,2024-07-19 02:11:00
277,1039,658,972.39,28,2024-07-09 22:52:00
278,1046,690,991.88,43,2024-06-19 01:46:00
279,1002,24,359.55,5,2024-09-04 10:18:00
280,1023,494,997.67,27,2024-07-30 07:33:00
281,1041,377,1333.88,28,2024-10-13 11:44:00
282,1016,515,1305.48,34,2024-09-15 15:07:00
283,1035,525,1443.56,25,2024-06-17 11:56:00
284,1002,578,1762.83,20,2024-10-01 02:03:00
285,1019,595,657.18,16,2024-08-25 04:27:00
286,1025,410,1637.85,21,2024-08-26 06:57:00
287,1007,651,432.19,21,2024-08-21 04:32:00
288,1001,729,1575.75,8,2024-08-20 10:07:00
289,1016,826,760.7,23,2024-08-18 15:43:00
290,1001,828,416.38,3,2024-10-26 21:03:00
291,1012,48,298.28,37,2024-11-12 17:32:00
292,1037,517,997.36,1,2024-06-07 23:17:00
293,1003,125,326.09,9,2024-11-11 07:15:00
294,1025,369,174.36,23,2024-08-11 19:06:00
295,1009,812,1766.71,41,2024-06-27 19:17:00
296,1043,690,1187.47,27,2024-09-06 09:56:00
297,1034,821,1492.62,22,2024-08-20 20:50:00
298,1025,941,1319.48,45,2024-11-12 10:18:00
299,1039,890,1759.71,18,2024-06-04 18:49:00
300,1007,450,438.69,47,2024-09-21 06:06:00
301,1012,845,773.84,41,2024-09-06 02:27:00
302,1048,223,881.14,8,2024-09-30 12:20:00
303,1046,981,586.87,8,2024-07-25 19:40:00
304,1017,540,1952.6,13,2024-06-16 08:57:00
305,1014,14,1044.16,4,2024-08-07 14:12:00
306,1041,153,615.94,44,2024-08-04 23:14:00
307,1032,342,997.18,9,2024-09-23 16:41:00
308,1015,34,1981.83,19,2024-10-22 18:56:00
309,1028,910,144.75,49,2024-11-23 19:23:00
310,1049,910,267.82,31,2024-09-25 21:45:00
311,1043,949,171.11,33,2024-09-07 05:01:00
312,1027,324,1045.39,49,2024-06-12 12:48:00
313,1037,107,149.24,35,2024-08-26 14:11:00
314,1018,554,1323.79,28,2024-06-28 03:42:00
315,1035,425,1127.99,19,2024-09-02 18:02:00
316,1000,393,721.18,20,2024-11-19 14:42:00
317,1022,526,1197.85,27,2024-10-31 11:30:00
318,1026,395,1307.63,31,2024-06-12 11:29:00
319,1002,685,1359.2,16,2024-07-02 21:55:00
320,1043,622,788.89,37,2024-06-02 13:40:00
321,1030,370,1946.67,27,2024-09-11 20:40:00
322,1033,721,304.3,13,2024-07-30 22:06:00
323,1038,199,1721.94,13,2024-09-09 17:22:00
324,1044,57,1538.57,43,2024-10-27 03:10:00
325,1048,434,749.11,49,2024-11-03 05:46:00
326,1033,362,256.71,15,2024-10-04 15:36:00
327,1024,214,1986.46,21,2024-11-15 14:03:00
328,1030,206,1616.71,15,2024-06-03 10:52:00
329,1007,355,346.83,22,2024-08-10 08:50:00
330,1009,451,126.5,24,2024-10-29 12:21:00
331,1024,141,1121.56,19,2024-09-20 15:48:00
332,1006,569,1810.61,8,2024-10-14 18:12:00
333,1000,609,1375.11,19,2024-08-03 11:05:00
334,1020,825,859.82,35,2024-08-20 17:14:00
335,1003,622,864.52,48,2024-10-20 13:32:00
336,1011,367,788.07,5,2024-11-02 20:36:00
337,1006,148,584.7,48,2024-09-26 11:23:00
338,1002,423,436.45,4,2024-08-23 05:55:00
339,1041,382,133.51,41,2024-09-23 04:19:00
340,1014,303,1765.07,28,2024-06-24 07:22:00
341,1014,254,127.08,46,2024-08-11 20:01:00
342,1034,849,1718.59,10,2024-09-05 19:51:00
343,1045,993,380.14,30,2024-10-28 12:33:00
344,1046,141,1906.83,37,2024-10-08 07:41:00
345,1030,569,750.86,23,2024-07-31 17:23:00
346,1043,110,1532.87,33,2024-07-07 01:20:00
347,1047,678,800.42,21,2024-07-24 15:08:00
348,1007,331,1181.08,27,2024-06-19 22:25:00
349,1022,826,1076.87,20,2024-07-04 07:14:00
350,1044,596,1801.16,3,2024-07-30 12:09:00
351,1011,351,1313.15,44,2024-11-08 16:56:00
352,1000,655,1571.69,4,2024-09-26 04:59:00
353,1008,440,1454.39,4,2024-10-28 12:06:00
354,1022,587,1994.0,24,2024-07-01 09:29:00
355,1021,744,1233.32,26,2024-09-29 02:58:00
356,1005,296,1324.52,46,2024-08-21 13:48:00
357,1041,384,1887.52,50,2024-07-04 11:20:00
358,1008,852,1142.37,35,2024-06-05 03:23:00
359,1014,909,1749.17,42,2024-08-31 18:48:00
360,1024,322,1130.8,36,2024-07-09 15:48:00
361,1012,939,1042.18,36,2024-10-18 08:14:00
362,1045,838,200.36,14,2024-07-09 00:47:00
363,1014,616,1034.64,45,2024-08-20 19:12:00
364,1002,964,315.58,24,2024-09-09 12:13:00
365,1015,633,311.53,7,2024-08-13 14:47:00
366,1019,628,483.89,45,2024-11-07 20:12:00
367,1021,874,589.95,42,2024-06-23 03:05:00
368,1030,532,103.26,9,2024-09-19 07:57:00
369,1030,203,567.94,50,2024-07-01 15:32:00
370,1009,856,848.57,38,2024-08-03 14:54:00
371,1030,450,168.03,30,2024-08-17 10:49:00
372,1047,497,555.45,24,2024-07-01 20:04:00
373,1041,982,1516.04,6,2024-07-02 07:59:00
374,1008,400,558.62,15,2024-06-11 21:29:00
375,1010,909,596.24,24,2024-11-22 02:26:00
376,1006,522,406.61,31,2024-09-04 16:03:00
377,1021,438,391.49,20,2024-09-18 20:31:00
378,1034,129,828.68,21,2024-08-13 04:09:00
379,1037,187,1598.16,42,2024-06-26 13:59:00
380,1004,529,2104.69,50,2024-06-03 03:28:00
381,1009,687,417.73,17,2024-07-24 22:23:00
382,1028,648,1284.19,38,2024-07-07 09:09:00
383,1040,324,1537.04,7,2024-08-22 14:25:00
384,1045,129,344.78,38,2024-11-06 06:33:00
385,1031,678,370.42,31,2024-11-02 22:03:00
386,1019,617,261.8,4,2024-07-15 14:16:00
387,1020,323,1847.3,42,2024-06-05 04:41:00
388,1042,667,1867.58,21,2024-09-17 18:48:00
389,1011,806,578.23,9,2024-07-22 07:33:00
390,1012,907,1794.46,2,2024-07-19 01:24:00
391,1042,999,432.72,10,2024-07-09 03:28:00
392,1025,968,1365.22,45,2024-09-30 04:33:00
393,1045,168,350.25,5,2024-11-19 08:11:00
394,1024,918,946.8,41,2024-09-15 00:06:00
395,1015,828,1739.38,34,2024-10-02 13:10:00
396,1042,662,736.98,16,2024-11-15 18:46:00
397,1040,972,285.55,8,2024-11-26 19:41:00
398,1003,99,546.26,1,2024-08-22 09:18:00
399,1012,857,1822.76,44,2024-10-11 01:16:00
400,1048,845,363.1,3,2024-09-08 01:05:00
401,1019,609,1719.2,42,2024-09-13 13:19:00
402,1010,906,1396.67,19,2024-11-19 06:04:00
403,1007,486,91.29,2,2024-07-26 17:27:00
404,1008,165,1981.38,2,2024-10-26 14:29:00
405,1027,758,205.61,26,2024-06-18 01:07:00
406,1014,989,439.5,48,2024-07-01 18:03:00
407,1021,848,1878.19,7,2024-09-01 20:19:00
408,1048,676,167.28,4,2024-09-12 09:59:00
409,1035,256,926.62,13,2024-07-04 13:53:00
410,1044,275,1854.03,22,2024-07-23 13:24:00
411,1000,370,1837.53,24,2024-07-10 19:44:00
412,1043,113,1021.01,38,2024-06-30 22:01:00
413,1004,261,151.8,38,2024-09-24 06:24:00
414,1017,109,772.62,19,2024-06-28 00:36:00
415,1034,106,1554.5,49,2024-08-18 05:38:00
416,1045,47,1332.91,28,2024-06-08 13:24:00
417,1013,827,886.03,31,2024-09-27 09:13:00
418,1040,656,1181.63,38,2024-06-07 21:46:00
419,1028,840,507.38,9,2024-08-14 14:37:00
420,1042,378,414.09,41,2024-10-24 02:35:00
421,1031,106,90.17,43,2024-11-07 07:07:00
422,1043,957,420.4,20,2024-08-09 15:30:00
423,1009,122,1638.24,26,2024-06-21 05:24:00
424,1046,769,1315.97,27,2024-11-25 12:42:00
425,1043,488,833.76,18,2024-11-13 06:22:00
426,1009,71,1777.43,26,2024-06-22 11:20:00
427,1044,671,1923.11,47,2024-06-05 02:20:00
428,1022,82,962.34,13,2024-09-16 07:29:00
429,1040,100,1523.84,49,2024-11-12 09:06:00
430,1002,136,720.23,19,2024-06-18 20:41:00
431,1047,500,459.3,26,2024-10-22 02:59:00
432,1039,997,309.46,22,2024-11-09 09:01:00
433,1048,638,190.62,24,2024-11-08 05:21:00
434,1048,354,1190.01,28,2024-09-19 10:01:00
435,1003,916,975.98,30,2024-08-02 11:44:00
436,1000,45,152.86,34,2024-09-25 15:50:00
437,1006,834,52.18,8,2024-10-16 13:54:00
438,1011,155,444.08,40,2024-08-22 09:12:00
439,1003,580,969.41,42,2024-09-10 02:45:00
440,1046,80,506.61,41,2024-10-04 21:36:00
441,1000,64,746.15,40,2024-10-01 18:08:00
442,1023,708,569.2,32,2024-07-06 05:26:00
443,1020,860,182.06,21,2024-10-22 06:14:00
444,1002,432,232.77,27,2024-09-22 11:39:00
445,1038,477,779.3,36,2024-08-24 19:50:00
446,1016,360,1777.17,15,2024-10-12 00:56:00
447,1021,899,166.01,12,2024-08-01 07:36:00
448,1010,914,1254.11,14,2024-06-09 14:10:00
449,1043,204,428.32,13,2024-06-19 01:39:00
450,1024,268,871.73,17,2024-09-18 21:14:00
451,1000,789,1109.17,4,2024-10-17 21:37:00
452,1009,767,444.83,3,2024-10-12 13:03:00
453,1015,194,1582.4,35,2024-06-19 17:18:00
454,1047,568,1143.57,42,2024-09-08 13:51:00
455,1017,148,1151.51,32,2024-11-11 12:08:00
456,1039,622,1048.11,9,2024-06-10 12:58:00
457,1021,167,769.37,17,2024-06-07 02:43:00
458,1002,372,1329.46,40,2024-09-05 03:21:00
459,1043,528,706.64,14,2024-10-08 03:59:00
460,1042,121,1480.42,41,2024-09-17 08:07:00
461,1043,679,1280.5,10,2024-06-27 14:24:00
462,1042,534,323.77,1,2024-07-16 10:08:00
463,1018,499,1727.85,28,2024-08-19 12:19:00
464,1033,405,1365.0,44,2024-10-17 00:52:00
465,1035,516,1122.29,42,2024-07-23 10:21:00
466,1031,629,1592.99,41,2024-09-25 06:36:00
467,1046,337,1039.89,4,2024-10-10 05:23:00
468,1031,471,1500.07,15,2024-09-08 18:07:00
469,1028,170,1462.44,21,2024-10-26 04:50:00
470,1023,832,272.74,50,2024-08-17 12:13:00
471,1045,551,1994.99,16,2024-10-04 06:51:00
472,1001,638,178.83,42,2024-11-26 09:08:00
473,1026,586,325.88,20,2024-06-07 17:05:00
474,1014,17,1243.11,3,2024-09-18 06:50:00
475,1002,255,536.39,21,2024-10-30 06:24:00
476,1019,849,1317.24,30,2024-09-27 15:46:00
477,1007,658,1142.62,5,2024-09-13 11:36:00
478,1011,601,1611.87,38,2024-07-18 13:38:00
479,1024,127,1517.31,23,2024-06-25 17:18:00
480,1000,880,1057.4,41,2024-09-17 19:41:00
481,1006,90,1270.09,5,2024-08-14 01:31:00
482,1006,382,957.51,40,2024-06-20 02:04:00
483,1032,349,64357.03,39,2024-08-05 01:31:00
484,1009,306,511.67,24,2024-07-04 13:29:00
485,1000,29,1038.87,13,2024-09-19 01:08:00
486,1038,177,1062.42,40,2024-08-02 07:27:00
487,1048,152,281.37,34,2024-08-13 21:10:00
488,1002,209,1200.76,10,2024-10-11 19:01:00
489,1007,101,1367.41,44,2024-10-14 12:51:00
490,1033,753,908.81,1,2024-11-12 12:10:00
491,1036,485,1551.94,18,2024-06-22 11:27:00
492,1027,155,979.98,15,2024-11-11 13:44:00
493,1026,519,1554.73,20,2024-07-10 09:36:00
494,1015,194,474.31,32,2024-10-26 00:52:00
495,1035,187,1373.06,17,2024-11-13 02:41:00
496,1046,50,475.21,1,2024-09-03 09:16:00
497,1009,98,1979.5,5,2024-07-15 15:52:00
498,1038,730,385.99,42,2024-06-12 18:08:00
499,1002,388,619.99,44,2024-07-13 10:55:00
500,1033,380,55.62,32,2024-06-16 20:59:00
501,1017,937,915.13,22,2024-10-29 05:20:00
502,1046,957,600.87,30,2024-07-14 13:29:00
503,1017,965,793.89,35,2024-07-02 14:03:00
504,1009,662,1500.44,34,2024-07-26 23:26:00
505,1039,2,1174.18,19,2024-11-12 16:59:00
506,1031,48,749.57,27,2024-08-20 03:40:00
507,1007,762,447.29,19,2024-11-13 04:18:00
508,1032,518,845.81,29,2024-11-15 04:10:00
509,1014,976,951.52,36,2024-09-10 02:17:00
510,1014,322,641.87,29,2024-10-19 19:04:00
511,1022,327,1336.21,26,2024-10-08 12:50:00
512,1033,228,1336.77,47,2024-10-08 13:32:00
513,1009,792,1900.16,42,2024-09-19 18:35:00
514,1008,635,1932.3,24,2024-07-18 08:11:00
515,1009,812,1169.8,46,2024-11-03 18:07:00
516,1031,491,1778.29,20,2024-10-24 01:12:00
517,1018,811,323.84,29,2024-08-22 03:30:00
518,1017,677,1580.03,47,2024-11-03 22:15:00
519,1004,109,1809.19,1,2024-10-25 13:26:00
520,1038,335,1005.63,45,2024-06-20 22:30:00
521,1022,57,820.08,40,2024-06-25 01:02:00
522,1042,889,347.27,21,2024-09-13 21:02:00
523,1016,296,575.95,15,2024-06-15 06:54:00
524,1032,253,472.57,43,2024-11-09 02:46:00
525,1044,471,1807.8,42,2024-06-27 20:50:00
